customer_ID,target
0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0.0032614780596877295
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0.00419297166040158
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0.0017569166058654633
000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0.005559619790798978
00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0.006801122176909542
000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0.009125580064865729
000098081fde4fd64bc4d503a5d6f86a0aedc425c96f5235f98b0f47c9d7d8d4,0.15611348611788137
0000d17a1447b25a01e42e1ac56b091bb7cbb06317be4cb59b50fec59e0b6381,0.018594600571182156
0000f99513770170a1aba690daeeb8a96da4a39f11fc27da5c30a79db61c1e85,0.7230836022971726
00013181a0c5fc8f1ea38cd2b90fe8ad2fa8cad9d9f13e4063bdf6b0f7d51eb6,0.7497159320977056
0001337ded4e1c2539d1a78ff44a457bd4a95caa55ba1730b2849b92ea687f9e,0.5047046151286395
00013c6e1cec7c21bede7cb319f1e28eb994f5625257f479c53ad6e90c177f7c,0.9760306740916498
0001812036f1558332e5c0880ecbad70b13a6f28ab04a8db6d83a26ef40aadb0,0.7353211080014017
00018dd4932409baf6083519b52113c2ef58be59e1213e4681d28c7719a65ddf,0.005015785287240368
000198b3dc70edd65dbf0d7eddbcb926c6d7dbd7986af19d91ef3992ae3ab896,0.5103974131929333
000201146e53cacdde1c7e9d29f4d3c46fd4d9231a3744aa39fb9c6afa79b708,0.09521911373251558
0002d381bdd8048d76719042cf1eb63caf53b636f8aacdba49365fd1ab7d0f36,0.00343804411332081
0002e335892f7998f0feb3a59f32d652f0da7c85e535b99ea6f87fd317ed47f4,0.6366109745189945
00031e8be98bc3411f6037cbd4d3eeaf24b3ae221682b77900533c9bb36ec41f,0.014120353051890381
